fattree48 243 79705 10008 89713ms
fattree48 240 83974 10020 93994ms
fattree48 240 76711 10021 86732ms
fattree48 243 80568 133 80701ms
fattree48 249 77120 1613 78733ms
fattree48 246 82019 1325 83344ms
fattree48 224 78283 3892 82175ms
fattree48 231 78735 153 78888ms
fattree48 250 83495 120 83615ms
fattree48 226 78424 24616 103040ms
fattree48 241 78860 66508 145368ms
fattree48 225 77541 6717 84258ms
fattree48 304 82478 10708 93186ms
fattree48 245 79250 176456 255706ms
fattree48 227 86258 94424 180682ms
fattree48 247 81460 175261 256721ms
fattree48 248 78369 178639 257008ms
fattree48 237 82285 7053 89338ms
fattree48 252 81331 25281 106612ms
fattree48 249 80531 10015 90546ms
fattree48 248 79912 6723 86635ms
fattree48 255 80456 9668 90124ms
fattree48 228 80596 39785 120381ms
fattree48 249 81865 34763 116628ms
fattree48 239 80294 29996 110290ms
fattree48 249 87504 32756 120260ms
fattree48 230 87825 84280 172105ms
fattree48 240 86300 42328 128628ms
fattree48 248 79907 146288 226195ms
fattree48 237 80376 143118 223494ms
fattree48 243 78415 142270 220685ms
fattree48 245 83991 131448 215439ms
fattree48 225 82083 33063 115146ms
fattree48 238 80251 30684 110935ms
fattree48 233 80355 17371 97726ms
fattree48 250 81508 9405 90913ms
fattree48 235 77377 7070 84447ms
fattree48 231 82471 34012 116483ms
fattree48 234 81676 132686 214362ms
fattree48 243 81338 25116 106454ms
fattree48 223 83851 43 83894ms
fattree48 242 79539 16022 95561ms
fattree48 246 80673 15636 96309ms
fattree48 234 80397 17383 97780ms
fattree48 232 83964 16584 100548ms
fattree48 250 78180 18785 96965ms
fattree48 245 83062 16644 99706ms
fattree48 239 79746 15227 94973ms
fattree48 221 80104 16095 96199ms
fattree48 226 82814 19083 101897ms
fattree48 241 82514 14871 97385ms
fattree48 246 81872 7320 89192ms
fattree48 239 89628 15406 105034ms
fattree48 245 82801 35819 118620ms
fattree48 250 84837 13564 98401ms
fattree48 244 81078 14674 95752ms
fattree48 238 81633 18653 100286ms
fattree48 240 85099 12187 97286ms
fattree48 254 85458 14194 99652ms
fattree48 241 82319 16228 98547ms
fattree48 249 80588 16275 96863ms
fattree48 252 83839 28460 112299ms
fattree48 235 79902 16212 96114ms
fattree48 224 81136 20334 101470ms
fattree48 234 79148 18597 97745ms
fattree48 241 82299 18431 100730ms
fattree48 245 83875 16243 100118ms
fattree48 235 80240 18088 98328ms
fattree48 247 89063 16474 105537ms
fattree48 251 81400 17668 99068ms
fattree48 237 82618 132581 215199ms
fattree48 239 84502 142006 226508ms
fattree48 251 78780 20140 98920ms
fattree48 242 79009 17455 96464ms
fattree48 246 80953 136754 217707ms
fattree48 245 58950 691 59641ms
fattree48 222 60732 729 61461ms
fattree48 239 64131 691 64822ms
fattree48 245 75109 138195 213304ms
fattree48 226 78131 136792 214923ms
fattree48 233 80872 133901 214773ms
fattree48 270 77057 146614 223671ms
fattree48 200 78266 148545 226811ms
fattree48 191 99289 163402 262691ms
fattree48 194 93451 199341 292792ms
fattree48 246 81959 149453 231412ms
fattree48 228 79461 141795 221256ms
fattree48 193 82353 144525 226878ms
fattree48 194 79589 142933 222522ms
fattree48 194 82832 146912 229744ms
fattree48 191 80552 156416 236968ms
fattree48 196 72418 137696 210114ms
fattree48 158 68723 132819 201542ms
fattree48 183 75488 129346 204834ms
fattree48 160 78556 128368 206924ms
fattree48 167 74308 119828 194136ms
fattree48   119583 59426 179009ms
fattree48   85435 90433 175868ms
fattree48   71250 83435 154685ms
fattree48   69989 82946 152935ms
fattree48   67791 84603 152394ms
fattree60   179991 244531 424522ms
fattree60   181171 270122 451293ms
fattree48   73386 65703 139089ms
fattree60   180023 250300 430323ms
fattree60   181019 239203 420222ms
fattree60   183360 258122 441482ms
fattree60   178193 241282 419475ms
fattree48   75333 82621 157954ms
fattree48   75852 90438 166290ms
fattree48   77058 82167 159225ms
fattree48   75207 7526 82733ms
fattree48   75393 1073 76466ms
fattree48   76267 28 76295ms
fattree48   78565 9971 88536ms
fattree48   77569 72459 150028ms
fattree48   75175 78597 153772ms
fattree48   76783 92630 169413ms
fattree48   76402 74971 151373ms
fattree48   75475 79081 154556ms
fattree48   75500 10782 86282ms
fattree48   75919 137721 213640ms
fattree48   77120 11588 88708ms
fattree60   195936 24012 219948ms
fattree60   192554 29097 221651ms
fattree48   73075 10570 83645ms
fattree60   176815 15147 191962ms
fattree60   191510 216074 407584ms
fattree60   182332 276846 459178ms
fattree60   179365 243416 422781ms
fattree60   178286 253502 431788ms
fattree48   70792 71963 142755ms
fattree48   69561 6260 75821ms
fattree48   71768 6837 78605ms
fattree48   72402 6339 78741ms
fattree48   72944 6909 79853ms
fattree48   72869 6996 79865ms
fattree48   67100 6864 73964ms
fattree48   74923 4312 79235ms
fattree48   74359 11522 85881ms
fattree48   75189 9759 84948ms
fattree48   75805 9092 84897ms
fattree48   76737 10099 86836ms
fattree48   75559 5412 80971ms
fattree48   82663 5683 88346ms
fattree48   67569 4951 72520ms
fattree60   186596 20317 206913ms
fattree60   184174 11572 195746ms
fattree48   59492 17360 76852ms
fattree48   59478 14603 74081ms
fattree48   60714 18776 79490ms
fattree48   75295 10864 86159ms
fattree48   107054 13025 120079ms
fattree48   113751 14481 128232ms
fattree48   75120 14065 89185ms
fattree48   76457 11359 87816ms
fattree48   77825 27973 105798ms
fattree48   77048 14259 91307ms
fattree48   78420 14508 92928ms
fattree48   75141 15338 90479ms
fattree48   77719 10639 88358ms
fattree48   76849 14348 91197ms
fattree48   74701 14715 89416ms
fattree48   80075 16363 96438ms
fattree48   79303 17790 97093ms
fattree48   77303 16421 93724ms
fattree48   76272 9634 85906ms
fattree60   181316 19317 200633ms
fattree60   180727 17497 198224ms
fattree60   178504 27896 206400ms
fattree60   160887 20 160907ms
fattree60   160861 22 160883ms
fattree60   175516 64 175580ms
fattree60   180798 19528 200326ms
fattree60   169662 20 169682ms
fattree60   180694 15142 195836ms
fattree60   170453 19 170472ms
fattree48   61938 7 61945ms
fattree48   62501 15 62516ms
fattree48   65595 19 65614ms
fattree48   58254 21 58275ms
fattree48   70610 13 70623ms
fattree48   64488 21 64509ms
fattree48   64644 6 64650ms
fattree48   64484 19820 84304ms
fattree48   70947 19082 90029ms
fattree48   69651 8506 78157ms
fattree48   71703 6882 78585ms
fattree60   172313 26354 198667ms
fattree60   172134 24508 196642ms
fattree80   591185 84657 675842ms
fattree80   670292 95546 765838ms
fattree80   545585 86174 631759ms
fattree48   57350 9440 66790ms
fattree48   70345 15012 85357ms
fattree80   586235 83475 669710ms
fattree60   148868 29303 178171ms
fattree48   66008 16726 82734ms
fattree48   58971 16246 75217ms
fattree48   57408 17302 74710ms
fattree90   821120 157287 978407ms
fattree60   143298 19307 162605ms
fattree60   137384 14053 151437ms
fattree90   801552 233913 1035465ms
fattree90   797407 131826 929233ms
fattree48   54064 8856 62920ms
fattree20   2369 2989 5358ms
d   50035 3084 53119ms
demo_n   3347 5781 9128ms
demo_n   7374 84897 92271ms
demo_n   6605 1156 7761ms
fattree20   2329 7575 9904ms
fattree20   2339 3189 5528ms
fattree20   2398 3525 5923ms
fattree20   2287 2715 5002ms
fattree20   2488 2931 5419ms
fattree48   55423 11094 66517ms
fattree48   55519 10306 65825ms
fattree48   55468 10404 65872ms
fattree48   48093 8983 57076ms
fattree48   49282 7344 56626ms
fattree60   127687 19824 147511ms
fattree80   425888 55128 481016ms
demo2   23479 4594 28073ms
demo2   8822 4964 13786ms
fattree48   62240 11836 74076ms
fattree48   49564 10747 60311ms
fattree48   43280 6770 50050ms
fattree48   50979 9333 60312ms
fattree48   48328 7740 56068ms
fattree48   44188 9562 53750ms
fattree48   48615 7907 56522ms
fattree60   127916 16152 144068ms
fattree90   692496 89248 781744ms
fattree48   42002 13610 55612ms
fattree48   44473 11171 55644ms
fattree48   64018 11247 75265ms
fattree48   50487 12574 63061ms
fattree48   45548 7700 53248ms
fattree48   43911 8086 51997ms
demo2   7978 3055 11033ms
demo2   7634 4088 11722ms
demo2   8956 5876 14832ms
demo2   6914 6178 13092ms
demo2   8879 4891 13770ms
demo2   8126 6099 14225ms
demo2   8695 20999 29694ms
demo2   23022 19875 42897ms
demo2   9131 18730 27861ms
demo2   9493 18437 27930ms
demo2   22595 19532 42127ms
demo2   8279 5047 13326ms
demo2   23414 5121 28535ms
fattree48   57889 11245 69134ms
fattree48   48784 11362 60146ms
fattree80   508154 84208 592362ms
demo2   9641 4981 14622ms
demo2   23097 4987 28084ms
demo2   9458 5050 14508ms
demo2_ipv6   5097 1614 6711ms
demo2_ipv6   769499 25253 794752ms
demo2   7419 3246 10665ms
demo2   8223 5722 13945ms
demo2   8601 5416 14017ms
demo2   7807 3739 11546ms
demo2   8367 3556 11923ms
demo2   9125 5320 14445ms
demo2   8265 6521 14786ms
demo2   9510 6809 16319ms
demo2   8965 5607 14572ms
demo2   8122 6008 14130ms
demo2   7780 4227 12007ms
demo2   8334 5466 13800ms
demo2   9041 4208 13249ms
demo2   8139 6142 14281ms
demo2   8759 4287 13046ms
demo2   8281 5358 13639ms
demo2   9565 5473 15038ms
demo2   8601 5260 13861ms
demo2   9369 5877 15246ms
demo2   9159 5074 14233ms
demo2   8714 5211 13925ms
demo2   9573 5168 14741ms
demo2   8902 5430 14332ms
demo2   8063 5200 13263ms
demo2   9170 5902 15072ms
demo2   8630 4813 13443ms
fattree6   198 421 619ms
fattree6   187 499 686ms
fattree4   88 3 91ms
fattree6   194 512 706ms
fattree6   185 594 779ms
demo2   8069 4583 12652ms
demo2   8904 4279 13183ms
demo2   7541 5531 13072ms
demo2   9887 6365 16252ms
fattree20   2437 6173 8610ms
fattree20   2312 2028 4340ms
fattree20   2342 1847 4189ms
demo2   8646 20816 29462ms
demo2   22879 22179 45058ms
demo2   31807 19524 51331ms
demo2   9242 20465 29707ms
demo2   8971 20778 29749ms
demo2   13299 20783 34082ms
demo2   19513 18260 37773ms
demo2   19005 19775 38780ms
demo2   19169 18394 37563ms
demo2   7220 10296 17516ms
demo2   7593 9595 17188ms
demo2   11615 19002 30617ms
demo2   14333 18855 33188ms
fattree20   8947 9408 18355ms
fattree20   5647 9073 14720ms
demo2   7212 10507 17719ms
demo2   8451 21276 29727ms
demo2   8777 22134 30911ms
demo2   19054 18528 37582ms
demo2   19731 18430 38161ms
demo2   19399 19507 38906ms
demo2   19124 63597 82721ms
demo2   19522 18960 38482ms
demo2   18745 19086 37831ms
demo2   19104 18203 37307ms
demo2   19323 18950 38273ms
demo2   19888 19364 39252ms
demo2   23059 694 23753ms
demo2   19380 18233 37613ms
demo2   19337 592 19929ms
demo2   22779 651 23430ms
demo2   19810 614 20424ms
demo2   18541 19058 37599ms
demo2   19835 601 20436ms
demo2   21800 667 22467ms
demo2   22498 679 23177ms
demo2   23345 683 24028ms
demo2   22407 748 23155ms
demo2   22291 650 22941ms
demo2   23063 601 23664ms
demo2   22016 706 22722ms
demo2   22801 635 23436ms
demo2   18838 1150 19988ms
demo2   23042 637 23679ms
demo2   22569 650 23219ms
demo2   24724 386 25110ms
demo2   18307 347 18654ms
demo2   23084 387 23471ms
fattree20   1816 1072 2888ms
fattree20   1934 3649 5583ms
fattree20   1711 7060 8771ms
fattree4   82 219 301ms
fattree48   40561 12475 53036ms
fattree48   40539 8319 48858ms
demo2   17312 1320 18632ms
fattree48   37507 9207 46714ms
fattree48   38477 11164 49641ms
fattree4   89 288 377ms
fattree4   89 285 374ms
fattree4   89 283 372ms
demo2   8925 2394 11319ms
demo2_ipv6   898323 75716 974039ms
whole_network2/ipv4   1112 3481 4593ms
whole_network2/ipv4   962 2322 3284ms
whole_network2/ipv4   1209 2561 3770ms
whole_network2/ipv4   1144 2951 4095ms
whole_network2/ipv4   1067 3081 4148ms
whole_network2/ipv4   1073 3217 4290ms
whole_network2/ipv4   1252 3458 4710ms
whole_network2/ipv4   1125 2732 3857ms
whole_network2/ipv4   1157 2920 4077ms
whole_network2/ipv4   1055 2365 3420ms
whole_network2/ipv4   1159 2876 4035ms
whole_network2/ipv4   1097 2702 3799ms
whole_network2/ipv4   1035 3241 4276ms
whole_network2/ipv4   7342 11450 18792ms
whole_network2/ipv4   7651 9423 17074ms
whole_network2/ipv4   3422 5786 9208ms
whole_network2/ipv4   3826 5872 9698ms
whole_network2/ipv4_int   595 62 657ms
whole_network2/ipv4_int   719 3253 3972ms
whole_network2/ipv4_int   631 2326 2957ms
whole_network2/ipv4_int   707 3344 4051ms
whole_network2/ipv4_int   658 3021 3679ms
whole_network2/ipv4_int   640 3590 4230ms
whole_network2/ipv4   3583 6559 10142ms
whole_network2/ipv4   3473 5543 9016ms
whole_network2/ipv4   3524 6607 10131ms
whole_network2/ipv4_int   711 3732 4443ms
whole_network2/ipv4_int   687 2737 3424ms
whole_network2/ipv4   3610 7457 11067ms
whole_network2/ipv4   3609 6203 9812ms
whole_network2/ipv4   3539 6354 9893ms
whole_network2/ipv4_int   788 2476 3264ms
whole_network2/ipv4_int   725 3190 3915ms
whole_network2/ipv4_int   563 2542 3105ms
whole_network2/ipv4   3519 5417 8936ms
whole_network2/ipv4   3576 6606 10182ms
whole_network2/ipv6   542170 258482 800652ms
whole_network2/ipv6   534317 1272836 1807153ms
whole_network2/ipv6   545885 61713 607598ms
whole_network2/ipv6   546584 65443 612027ms
whole_network2/ipv6   550650 64834 615484ms
whole_network2/ipv6   569825 71806 641631ms
whole_network2/ipv6   574220 79148 653368ms
whole_network2/ipv6   557146 61007 618153ms
whole_network2/ipv4   1668 3481 5149ms
whole_network2/ipv4   1558 2087 3645ms
whole_network2/ipv4   1734 1950 3684ms
whole_network2/ipv4   1729 2299 4028ms
lfrz2/ipv4   515722 1006168 1521890ms
lfrz2/ipv4   487308 1009843 1497151ms
demo2_ipv6_test   462 391 853ms
demo2   4652 145 4797ms
demo2   8980 1847 10827ms
demo2   22190 1674 23864ms
demo2   21806 1622 23428ms
demo2   9608 1878 11486ms
demo2   9196 10316 19512ms
demo2   20637 7139 27776ms
demo2   21942 3978 25920ms
demo2   21323 8 21331ms
demo2   23349 38 23387ms
demo2   21880 5782 27662ms
demo2   22082 7765 29847ms
demo2   21674 2491 24165ms
demo2   23271 1563 24834ms
demo2   22024 1605 23629ms
demo2   22025 1944 23969ms
demo2   22560 1603 24163ms
demo2   22761 1978 24739ms
demo2   21821 1636 23457ms
demo2   22060 1698 23758ms
demo2   23058 1655 24713ms
demo2   21657 1687 23344ms
whole_network2/ipv4_int   701 1948 2649ms
whole_network2/ipv4_int   707 2897 3604ms
whole_network2/ipv4_int   651 1794 2445ms
whole_network2/ipv4_int   682 1872 2554ms
whole_network2/ipv4_int   668 9 677ms
whole_network2/ipv4_int   732 3 735ms
whole_network2/ipv4_int   682 101 783ms
whole_network2/ipv4_int   780 79 859ms
whole_network2/ipv4_int   751 88 839ms
whole_network2/ipv4_int   646 12 658ms
whole_network2/ipv4_int   630 75 705ms
whole_network2/ipv4_int   670 112 782ms
whole_network2/ipv4_int   537 16 553ms
whole_network2/ipv4_int   678 3 681ms
whole_network2/ipv4_int   701 24 725ms
whole_network2/ipv4_int   699 21 720ms
whole_network2/ipv4_int   679 112 791ms
whole_network2/ipv4_int   628 108 736ms
whole_network2/ipv4_int   734 117 851ms
whole_network2/ipv4_int   705 89 794ms
whole_network2/ipv4_int   702 81 783ms
whole_network2/ipv4_int   588 85 673ms
whole_network2/ipv4_int   725 118 843ms
whole_network2/ipv4_int   684 81 765ms
whole_network2/ipv4_int   640 95 735ms
whole_network2/ipv4_int   61575 1452 63027ms
whole_network2/ipv4_int   50925 1454 52379ms
whole_network2/ipv4_int   5288 1520 6808ms
whole_network2/ipv4_int   5187 13605 18792ms
whole_network2/ipv4_int   5085 13762 18847ms
whole_network2/ipv4_int   5094 12550 17644ms
whole_network2/ipv4_int   5139 14021 19160ms
whole_network2/ipv4_int   5371 12071 17442ms
whole_network2/ipv4_int   4989 12728 17717ms
whole_network2/ipv4_int   4982 11883 16865ms
whole_network2/ipv4_int   5202 5037 10239ms
whole_network2/ipv4_int   5175 4904 10079ms
whole_network2/ipv4_int   4128 4775 8903ms
whole_network2/ipv4_int   4135 4896 9031ms
demo2   22084 1730 23814ms
whole_network2/ipv4_int   4160 5253 9413ms
whole_network2/ipv4_int   4145 4997 9142ms
whole_network2/ipv4_int   4162 1705 5867ms
whole_network2/ipv4_int   4092 1612 5704ms
whole_network2/ipv4_int   4030 1625 5655ms
whole_network2/ipv4_int   4071 1658 5729ms
whole_network2/ipv4_int   4044 3976 8020ms
whole_network2/ipv4_int   4131 1671 5802ms
whole_network2/ipv4_int   4216 1664 5880ms
whole_network2/ipv4_int   4067 95607 99674ms
whole_network2/ipv4_int   4106 93630 97736ms
whole_network2/ipv4_int   4213 97282 101495ms
whole_network2/ipv4_int   4194 95098 99292ms
whole_network2/ipv4_int   4166 2201 6367ms
whole_network2/ipv4_int   4182 1677 5859ms
whole_network2/ipv4_int   4185 2047 6232ms
whole_network2/ipv4_int   4269 1715 5984ms
whole_network2/ipv4_int   4174 1702 5876ms
whole_network2/ipv4_int   4158 1784 5942ms
whole_network2/ipv4_int   4360 1787 6147ms
whole_network2/ipv4_int   4239 1765 6004ms
whole_network2/ipv4_int   4226 1741 5967ms
whole_network2/ipv4_int   4085 1722 5807ms
whole_network2/ipv4_int   4126 1757 5883ms
whole_network2/ipv4_int   4191 1716 5907ms
whole_network2/ipv4_int   4262 1748 6010ms
whole_network2/ipv4_int   4036 1829 5865ms
whole_network2/ipv4_int   4215 1753 5968ms
whole_network2/ipv4_int   4077 1954 6031ms
whole_network2/ipv4_int   4184 1752 5936ms
whole_network2/ipv4_int   4228 1736 5964ms
whole_network2/ipv4_int   4183 1789 5972ms
whole_network2/ipv4_int   4193 1733 5926ms
whole_network2/ipv4_int   4191 1742 5933ms
whole_network2/ipv4_int   4108 8944 13052ms
whole_network2/ipv4_int   4170 1002404 1006574ms
whole_network2/ipv4_int   4316 83953 88269ms
whole_network2/ipv4_int   4075 4316 8391ms
whole_network2/ipv4_int   4180 5378 9558ms
lfrz2/ipv4   490397 63386 553783ms
whole_network2/ipv4   3481 4934 8415ms
whole_network2/ipv4_int   4197 6029 10226ms
whole_network2/ipv4_int   4125 6120 10245ms
whole_network2/ipv4   3480 4278 7758ms
whole_network2/ipv4_int_test   4238 6412 10650ms
whole_network2/ipv4_int   5114 6467 11581ms
whole_network2/ipv4_int   5220 6238 11458ms
whole_network2/ipv4_int   26783 6619 33402ms
whole_network2/ipv4   5178 5102 10280ms
demo2_ipv6_test   464 374 838ms
whole_network2/ipv6   1303966 199951 1503917ms
whole_network2/ipv6   1293172 215963 1509135ms
whole_network2/ipv4   1862 1958 3820ms
whole_network2/ipv4   1855 1488 3343ms
whole_network2/ipv4   1901 1653 3554ms
whole_network2/ipv4   5427 5340 10767ms
whole_network2/ipv4   5407 5219 10626ms
whole_network2/ipv4   5326 4542 9868ms
whole_network2/ipv4   5279 5362 10641ms
lfrz2/ipv4   1130945 31 1130976ms
lfrz2/ipv4   1139821 1085383 2225204ms
whole_network2/ipv4   5137 5258 10395ms
whole_network2/ipv6   1266540 12455 1278995ms
whole_network2/ipv4   1957 2009 3966ms
whole_network2/ipv4   5097 5994 11091ms
fattree4   768 991 1759ms
fattree4   204 297 501ms
fattree4   311 348 659ms
fattree2   84 109 193ms
fattree2   82 110 192ms
fattree4   191 238 429ms
fattree6   270 4 274ms
fattree6   272 1341 1613ms
